id,Price_xg
351,477.6398
352,3030.0417
353,1961.0485
354,672.9513
355,1506.806
356,755.92847
357,11903.369
358,1395.7003
359,401.4398
360,1015.5805
361,8458.417
362,599.55695
363,9224.617
364,3664.3862
365,658.5425
366,768.4513
367,4452.715
368,1698.9246
369,649.2954
370,746.0429
371,682.51624
372,6381.832
373,866.82263
374,404.6726
375,916.0022
376,703.8509
377,4152.815
378,2653.6785
379,674.2401
380,4662.665
381,510.7954
382,606.9565
383,9674.839
384,1128.9088
385,819.766
386,16156.004
387,12373.723
388,768.1579
389,771.32166
390,2750.0952
391,829.90436
392,8613.138
393,619.354
394,2006.19
395,4992.6475
396,776.4255
397,2060.869
398,1010.6089
399,2417.0508
400,4971.656
401,554.98065
402,2634.0735
403,10588.577
404,1273.1077
405,1063.3048
406,564.0832
407,18061.49
408,2028.5789
409,5635.1885
410,863.49854
411,655.7331
412,4084.3389
413,1416.4065
414,7126.114
415,825.9019
416,1360.0594
417,7709.8174
418,389.62772
419,4661.555
420,13644.548
421,4062.2043
422,4851.939
423,893.74207
424,1186.5657
425,394.52927
426,676.2936
427,12938.049
428,1712.8562
429,7784.2075
430,4334.993
431,16462.46
432,2136.3733
433,3058.0046
434,633.5981
435,3281.6316
436,2526.6536
437,1192.5198
438,6917.89
439,594.8498
440,3639.8335
441,1558.7504
442,935.61444
443,595.6748
444,1011.2246
445,1082.0948
446,2333.1172
447,5842.436
448,828.88043
449,2502.387
450,751.5905
451,1096.3395
452,6814.612
453,5978.4146
454,2839.0603
455,4268.9375
456,1007.236
457,12193.543
458,4004.9316
459,5021.509
460,12227.628
461,526.54846
462,768.9768
463,545.72864
464,974.06323
465,4031.5676
466,755.2432
467,4138.062
468,4606.597
469,1320.4724
470,2518.0464
471,2243.1418
472,2371.158
473,5700.314
474,1288.5223
475,1185.2252
476,16204.783
477,5225.1807
478,2498.4246
479,10881.755
480,768.61456
481,5750.391
482,10671.155
483,14921.207
484,1283.0424
485,4508.061
486,12205.179
487,3045.9338
488,2363.673
489,1940.5197
490,589.1298
491,695.5576
492,4886.56
493,8813.2705
494,2356.6917
495,978.5446
496,2329.2744
497,5120.681
498,1771.7855
499,4046.599
500,9976.962
501,727.2447
502,9616.944
503,1444.8973
504,521.1884
505,4324.735
506,613.0768
507,3954.5361
508,1728.9706
509,1068.5554
510,1411.6168
511,686.4306
512,969.1673
513,3952.6262
514,2804.2705
515,15902.338
516,4596.518
517,7014.9536
518,1217.1564
519,1838.2457
520,5432.69
521,2175.2805
522,785.7085
523,5969.058
524,9294.137
525,1918.8177
526,1354.6348
527,2374.0308
528,5090.3115
529,4955.5176
530,2501.2876
531,2674.9854
532,2984.5945
533,7194.6777
534,2580.7332
535,15183.454
536,15605.484
537,4984.6255
538,2046.103
539,2062.8684
540,10258.166
541,10611.093
542,692.36066
543,16401.695
544,631.8606
545,7530.22
546,8957.039
547,1995.7605
548,903.2254
549,8257.89
550,522.61816
551,1044.9866
552,6488.2666
553,1600.6558
554,2439.9717
555,15231.118
556,4832.6504
557,10296.72
558,1376.5697
559,3115.976
560,756.3184
561,2495.6836
562,711.7512
563,3998.7393
564,5360.076
565,2305.4133
566,2412.0562
567,2321.398
568,5365.3135
569,1806.6276
570,1385.7041
571,4254.7754
572,16270.0
573,15607.471
574,5335.9062
575,685.9798
576,4342.0312
577,1225.5463
578,570.7422
579,3242.7344
580,2183.3699
581,896.007
582,1018.70575
583,514.0335
584,7628.538
585,1667.8138
586,1069.2336
587,988.68555
588,2627.4004
589,3259.011
590,1846.5452
591,452.90118
592,875.47473
593,632.5928
594,8800.117
595,1260.2902
596,14446.524
597,957.07416
598,1131.8191
599,3126.9849
600,2311.0032
601,8401.073
602,2328.9575
603,10030.4375
604,537.6162
605,1124.4094
606,883.7624
607,5103.4067
608,2325.1108
609,657.39935
610,2099.24
611,819.47736
612,3416.897
613,3095.3645
614,982.31903
615,483.8104
616,742.7686
617,3427.9868
618,13281.453
619,10749.785
620,886.9751
621,622.7359
622,838.03986
623,2231.8037
624,4784.171
625,16183.58
626,1068.6737
627,811.39075
628,1700.0988
629,3527.8796
630,2207.6445
631,10396.815
632,1257.5157
633,1062.2644
634,3945.4626
635,7531.721
636,4150.661
637,1037.8848
638,13296.474
639,4576.9507
640,7411.9473
641,497.8326
642,887.48895
643,4696.112
644,1159.7687
645,828.88043
646,2001.6042
647,1741.167
648,4709.393
649,1910.2433
650,3525.0627
651,15194.128
652,1477.5559
653,2400.0276
654,954.87604
655,15607.625
656,2694.3027
657,1216.6766
658,767.63275
659,903.7297
660,2951.588
661,1057.6515
662,4268.3076
663,603.326
664,405.60995
665,857.1283
666,5391.3384
667,3467.4963
668,16867.16
669,14247.76
670,1804.7218
671,16317.523
672,1326.6373
673,3760.4165
674,1025.8958
675,6377.9077
676,3819.2424
677,1605.0907
678,1159.3356
679,1284.5118
680,669.51965
681,8217.301
682,1937.3271
683,1331.4486
684,4316.6333
685,742.78174
686,1433.6345
687,2399.5078
688,686.3146
689,16686.088
690,3169.5107
691,718.9962
692,1000.1015
693,8016.701
694,5910.025
695,12695.584
696,698.99713
697,3067.234
698,542.61487
699,1063.4075
700,940.1369
701,2892.3281
702,790.7297
703,2569.4255
704,4263.268
705,812.4049
706,416.5396
707,5125.0215
708,920.1981
709,670.51746
710,6413.5986
711,4898.3374
712,773.28204
713,907.64294
714,527.30005
715,762.07556
716,1278.769
717,5775.2827
718,15252.351
719,8393.593
720,12488.613
721,4130.361
722,527.0856
723,2198.5063
724,2709.3706
725,4784.9707
726,1028.1182
727,616.2758
728,1482.2502
729,10223.111
730,12579.743
731,2033.9192
732,632.62537
733,4409.5005
734,5012.066
735,10916.582
736,6863.7144
737,2015.43
738,769.21674
739,4880.4243
740,2662.9688
741,5891.801
742,5009.918
743,680.7879
744,11643.623
745,16050.597
746,1017.387
747,1053.0953
748,1680.163
749,717.35895
750,1192.4517
751,1884.8933
752,5147.806
753,3651.2698
754,676.658
755,2913.8237
756,9063.256
757,1824.1757
758,2382.271
759,13225.823
760,8340.654
761,1345.944
762,1365.5024
763,1804.4268
764,4602.4
765,1836.6997
766,5638.097
767,5113.5796
768,816.3515
769,649.0039
770,5408.3887
771,614.99884
772,912.2606
773,491.95947
774,3961.7688
775,4558.3237
776,987.6342
777,1071.9575
778,6368.2417
779,5814.6655
780,6506.6445
781,5515.4766
782,602.2054
783,4206.158
784,782.9419
785,1854.8827
786,591.9287
787,4807.011
788,1781.9492
789,554.7797
790,4173.0776
791,933.95795
792,4684.2104
793,573.0136
794,1384.2955
795,5283.495
796,3076.8857
797,6216.5645
798,14322.939
799,605.4044
800,595.97736
801,1360.8431
802,687.99567
803,13044.921
804,757.2013
805,1543.9186
806,1858.7181
807,1812.6427
808,516.7456
809,558.6083
810,710.07605
811,4239.338
812,630.32874
813,1800.7124
814,938.1968
815,5937.8384
816,4711.193
817,5786.9756
818,2020.7755
819,588.6272
820,5209.0474
821,1485.1995
822,4353.497
823,3403.419
824,668.858
825,1401.793
826,596.7212
827,1623.1672
828,4991.372
829,4102.9033
830,2538.4573
831,4484.843
832,502.7432
833,2464.5933
834,4843.8096
835,10098.563
836,500.71072
837,5358.4805
838,1504.1031
839,7131.659
840,1119.7552
841,2256.96
842,618.6322
843,1728.1364
844,2883.0269
845,9180.612
846,944.8521
847,1749.7753
848,15856.012
849,708.5856
850,1391.8563
851,9418.209
852,1099.9406
853,446.60205
854,5257.4663
855,2208.2935
856,1826.4883
857,1940.2084
858,1237.2865
859,6233.964
860,12727.924
861,1841.1022
862,2051.9546
863,666.7924
864,703.56274
865,737.2815
866,2374.1135
867,782.44727
868,10314.3545
869,2327.019
870,2357.513
871,1043.0194
872,14887.95
873,2156.108
874,818.6344
875,1294.3163
876,1102.1962
877,800.508
878,1923.7144
879,9683.352
880,2570.9792
881,4176.5166
882,5793.859
883,801.51483
884,3299.485
885,5630.098
886,914.40405
887,433.52084
888,677.3653
889,1090.3545
890,7063.2266
891,698.1173
892,2755.0173
893,990.2516
894,4351.097
895,726.3816
896,3714.8289
897,931.1782
898,515.4838
899,3374.1885
900,4612.453
901,798.05365
902,5082.198
903,668.1262
904,910.60474
905,1037.3573
906,2708.255
907,2188.1255
908,3813.826
909,8959.647
910,5361.546
911,743.6424
912,10447.414
913,7726.746
914,1558.187
915,10257.778
916,9792.06
917,14212.905
918,7697.402
919,711.83716
920,832.8491
921,3531.3955
922,3879.3792
923,590.3065
924,17714.258
925,3644.9084
926,6018.843
927,889.78723
928,3245.9631
929,879.4376
930,3173.8394
931,2847.5823
932,829.748
933,3888.6968
934,4271.466
935,1041.0109
936,991.388
937,756.80884
938,4024.119
939,438.753
940,6438.2847
941,3889.148
942,1701.5037
943,598.6123
944,607.41895
945,4610.7134
946,779.1975
947,866.06067
948,10876.242
949,9495.465
950,662.87555
951,388.6981
952,2799.4946
953,659.3343
954,653.5951
955,6881.4795
956,4287.098
957,9029.882
958,2228.1753
959,917.9271
960,1746.4277
961,7400.5986
962,742.42065
963,2255.1272
964,982.76306
965,10172.142
966,3206.1946
967,4996.929
968,6530.3174
969,4840.1343
970,11220.915
971,2466.9458
972,15415.353
973,1020.04205
974,4286.308
975,1012.4852
976,1565.5011
977,5143.1646
978,1746.4277
979,2132.0916
980,8936.744
981,495.92236
982,1922.5667
983,657.775
984,3229.8823
985,17169.977
986,2447.5261
987,1240.6411
988,1573.8352
989,2325.8853
990,2525.2715
991,2293.6406
992,2046.9425
993,785.51764
994,4014.1594
995,1409.2924
996,618.2955
997,970.9021
998,685.59894
999,767.2841
1000,4952.102
1001,9978.113
1002,1230.9893
1003,1718.235
1004,2813.8228
1005,755.9471
1006,1286.8417
1007,4076.8154
1008,586.10626
1009,2610.1138
1010,6103.1143
1011,967.01575
1012,497.15244
1013,6383.2964
1014,7503.4053
1015,719.2039
1016,6629.0854
1017,912.8212
1018,4435.179
1019,4979.6
1020,9674.949
1021,2154.714
1022,1310.44
1023,1301.4629
1024,795.84326
1025,17806.215
1026,912.8212
1027,3516.151
1028,845.0145
1029,1611.3398
1030,567.6142
1031,677.56525
1032,5019.934
1033,3985.3357
1034,502.15848
1035,1754.6115
1036,690.0718
1037,6208.804
1038,513.3838
1039,10740.034
1040,10228.292
1041,1050.9192
1042,10394.082
1043,4050.3635
1044,13881.314
1045,594.91125
1046,6317.665
1047,817.136
1048,686.6536
1049,1595.9728
1050,5889.374
1051,3829.6106
1052,3860.4956
1053,9939.002
1054,11123.099
1055,4728.583
1056,15250.758
1057,4723.4897
1058,1667.8342
1059,10447.992
1060,1881.0654
1061,1695.6448
1062,6142.9336
1063,5029.4976
1064,1028.5356
1065,13212.56
1066,7484.9365
1067,675.0995
1068,635.70526
1069,11404.839
1070,780.96405
1071,7464.9614
1072,1418.2114
1073,1383.8766
1074,5939.0327
1075,1392.147
1076,508.70593
1077,12190.278
1078,1022.16113
1079,1531.763
1080,1712.8562
1081,4929.818
1082,13219.751
1083,5762.0337
1084,844.12445
1085,930.1748
1086,13266.779
1087,3889.8906
1088,929.25507
1089,15509.308
1090,7365.3765
1091,6782.1377
1092,4163.108
1093,481.21222
1094,4757.282
1095,13710.218
1096,570.7714
1097,5455.0537
1098,460.3238
1099,2767.353
1100,807.5093
1101,420.45547
1102,873.9237
1103,13486.987
1104,1109.0197
1105,681.63104
1106,746.0499
1107,2092.0527
1108,1733.5166
1109,3365.826
1110,1701.0035
1111,14009.657
1112,2022.9167
1113,1938.1022
1114,11200.168
1115,484.33456
1116,2256.8088
1117,6209.026
1118,2552.3428
1119,1825.8158
1120,4733.4624
1121,3488.3813
1122,1300.2638
1123,1714.2001
1124,803.8191
1125,740.7818
1126,5679.241
1127,1014.111
1128,797.3899
1129,16576.7
1130,4382.127
1131,4681.997
1132,8512.952
1133,2507.772
1134,504.24237
1135,612.50214
1136,521.6358
1137,860.55853
1138,692.78674
1139,1086.2489
1140,717.72815
1141,846.20294
1142,1408.9275
1143,4698.262
1144,698.36945
1145,3326.9175
1146,1779.4441
1147,5395.831
1148,8290.732
1149,15797.462
1150,783.8782
1151,5441.416
1152,7079.375
1153,3814.4082
1154,839.84283
1155,8547.165
1156,2955.0183
1157,2492.336
1158,721.74805
1159,5442.2593
1160,8630.584
1161,5163.2856
1162,830.124
1163,15387.111
1164,686.6811
1165,588.07513
1166,7890.4404
1167,1291.0939
1168,571.65924
1169,1648.812
1170,822.3997
1171,6226.028
1172,871.355
1173,798.8898
1174,3552.6445
1175,1347.6306
1176,11921.171
1177,626.2333
1178,1078.6837
1179,3726.4092
1180,1229.0309
1181,3985.449
1182,3128.1216
1183,654.4323
1184,6579.0146
1185,921.8406
1186,673.4407
1187,741.3853
1188,617.69415
1189,2099.0027
1190,15872.274
1191,476.02307
1192,2059.8938
1193,7573.536
1194,5376.6626
1195,2537.6194
1196,1195.7808
1197,15341.612
1198,1188.8241
1199,13830.042
1200,1015.931
1201,5628.4277
1202,2550.628
1203,5579.7637
1204,897.12665
1205,5134.6475
1206,12813.987
1207,7540.889
1208,2413.172
1209,15062.715
1210,11844.547
1211,4990.8276
1212,799.7513
1213,801.02893
1214,8148.317
1215,6675.8667
1216,2549.6562
1217,1537.2059
1218,1581.5934
1219,6363.4736
1220,8509.509
1221,462.87802
1222,13767.077
1223,735.4623
1224,8629.751
1225,3896.3218
1226,612.25104
1227,3677.3142
1228,846.7685
1229,574.5079
1230,753.2333
1231,3660.805
1232,699.37964
1233,2497.2126
1234,3535.7727
1235,4103.86
1236,2595.2637
1237,3237.8228
1238,9832.35
1239,9524.508
1240,1612.4159
1241,371.74854
1242,5973.5264
1243,669.8873
1244,5721.869
1245,5478.732
1246,2189.682
1247,3989.418
1248,3186.4382
1249,454.1915
1250,8418.52
1251,10829.503
1252,404.87582
1253,814.3834
1254,2326.3086
1255,8650.73
1256,1671.0166
1257,978.90985
1258,9561.597
1259,673.0103
1260,5292.9897
1261,826.6433
1262,969.4278
1263,2733.2053
1264,1266.183
1265,1603.0562
1266,1251.3682
1267,9127.849
1268,559.7765
1269,5362.3105
1270,967.66406
1271,4162.4575
1272,1261.5029
1273,873.70764
1274,803.8735
1275,1049.4756
1276,3313.0942
1277,3836.096
1278,798.0021
1279,1040.3273
1280,1399.6788
1281,1743.7749
1282,12488.613
1283,7776.1353
1284,4424.3315
1285,2419.4248
1286,2859.5286
1287,6860.3477
1288,3428.0034
1289,779.2386
1290,2754.6106
1291,4536.9663
1292,851.9241
1293,2192.053
1294,672.902
1295,6511.3945
1296,1294.7971
1297,1961.4335
1298,1731.4183
1299,4166.203
1300,7198.158
1301,516.4279
1302,6927.899
1303,5998.954
1304,604.09875
1305,869.81256
1306,1758.8713
1307,1723.1581
1308,1907.775
1309,8867.125
1310,4076.8774
1311,2584.7065
1312,2140.0293
1313,1881.0654
1314,754.5965
1315,2868.497
1316,3369.6423
1317,651.17126
1318,747.7953
1319,1987.4454
1320,1139.8446
1321,7172.8867
1322,2562.189
1323,15045.335
1324,862.91077
1325,529.4503
1326,1025.7751
1327,3971.524
1328,2955.71
1329,4546.288
1330,746.9552
1331,1384.0851
1332,772.71216
1333,2648.5425
1334,3630.9858
1335,3956.7544
1336,4014.9412
1337,742.83466
1338,3418.661
1339,654.4323
1340,5651.413
1341,4525.824
1342,14844.163
1343,721.80865
1344,2007.1212
1345,5390.0938
1346,3046.4897
1347,849.8268
1348,653.89215
1349,755.2432
1350,803.2256
1351,487.96075
1352,2736.6804
1353,1314.1447
1354,6536.3096
1355,14069.229
1356,852.92004
1357,1084.4146
1358,1305.6943
1359,660.6213
1360,4911.36
1361,1349.1918
1362,581.88214
1363,5490.1836
1364,14060.157
1365,4153.6777
1366,14765.121
1367,678.43134
1368,4149.148
1369,505.2302
1370,1169.04
1371,1056.5381
1372,1987.786
1373,15891.121
1374,1098.3635
1375,3368.76
1376,8995.237
1377,625.40594
1378,13343.356
1379,2518.086
1380,1097.043
1381,3937.2627
1382,710.1617
1383,5862.4023
1384,1827.7472
1385,925.73334
1386,1094.6105
1387,4708.498
1388,18290.115
1389,6838.17
1390,6130.6274
1391,3640.7302
1392,1746.4277
1393,870.82574
1394,10657.16
1395,4534.025
1396,429.0767
1397,1949.9656
1398,673.8739
1399,3017.3884
1400,11672.095
1401,16831.39
1402,7460.067
1403,7142.346
1404,8274.312
1405,611.86566
1406,883.08606
1407,5088.3555
1408,626.2126
1409,3665.6267
1410,2501.4075
1411,661.042
1412,1004.7681
1413,637.414
1414,6404.615
1415,1866.0051
1416,1497.5322
1417,3438.8804
1418,1060.0613
1419,11216.282
1420,7249.7217
1421,1219.1534
1422,4738.2285
1423,8666.883
1424,557.24036
1425,1258.5221
1426,6864.151
1427,1079.5801
1428,635.2383
1429,1576.3785
1430,4440.5063
1431,3659.5645
1432,5903.0444
1433,4203.5376
1434,11441.084
1435,4014.684
1436,5081.2983
1437,3857.7922
1438,1009.16907
1439,804.98517
1440,852.1736
1441,817.4677
1442,1018.96124
1443,4668.672
1444,4766.462
1445,991.49
1446,2973.4932
1447,12716.298
1448,828.88043
1449,1699.4099
1450,801.94147
1451,14985.943
1452,4910.5054
1453,13811.74
1454,687.3913
1455,984.64325
1456,14068.412
1457,3443.1826
1458,4527.6274
1459,739.63794
1460,1688.6615
1461,2501.3528
1462,855.12555
1463,1095.6223
1464,8995.237
1465,2466.9458
1466,8629.751
1467,1040.7585
1468,2417.6562
1469,1732.4552
1470,3072.2583
1471,699.0311
1472,2445.8557
1473,3338.6492
1474,671.1855
1475,904.0008
1476,3810.747
1477,4554.029
1478,644.4152
1479,2478.0576
1480,2666.2134
1481,3039.498
1482,552.94055
1483,3511.9365
1484,4162.238
1485,1726.1339
1486,11052.836
1487,960.68115
1488,2237.8633
1489,1748.9313
1490,1094.5452
1491,1348.6903
1492,2328.8647
1493,632.02
1494,547.089
1495,655.28143
1496,4740.06
1497,5985.6323
1498,663.68494
1499,995.5799
1500,15389.52
1501,4742.906
1502,14224.118
1503,5820.5337
1504,491.63953
1505,5830.8535
1506,1014.9027
1507,904.6841
1508,4479.726
1509,2080.9016
1510,1901.7438
1511,5539.256
1512,4337.038
1513,3480.3367
1514,412.35706
1515,14744.196
1516,10099.82
1517,2258.8896
1518,1268.7623
1519,737.4023
1520,5286.958
1521,1598.9623
1522,7659.1245
1523,4772.3174
1524,4262.509
1525,1173.3962
1526,6149.0923
1527,9945.079
1528,4993.4946
1529,707.9808
1530,878.01416
1531,1387.0757
1532,16272.708
1533,599.68616
1534,769.80115
1535,8527.391
1536,4352.823
1537,2184.673
1538,1565.544
1539,1292.5099
1540,7349.0776
1541,2754.058
1542,2157.4648
1543,821.68555
1544,11919.687
1545,837.63983
1546,7066.1934
1547,610.00336
1548,2980.522
1549,1132.0253
1550,4811.9126
1551,3503.7803
1552,7766.789
1553,1031.2344
1554,4183.7617
1555,2179.8633
1556,12045.937
1557,665.7708
1558,4162.546
1559,2435.776
1560,961.5264
1561,2779.2417
1562,15128.123
1563,3569.3508
1564,4320.8574
1565,1314.3024
1566,4916.433
1567,12752.405
1568,5135.3164
1569,4980.47
1570,1245.8518
1571,2369.7483
1572,4184.2524
1573,16793.826
1574,4638.737
1575,2514.0293
1576,828.8465
1577,10650.508
1578,1725.853
1579,12655.851
1580,863.33966
1581,634.5684
1582,4833.384
1583,3197.876
1584,1382.0243
1585,15539.48
1586,5871.3667
1587,2663.5305
1588,1763.3087
1589,5700.644
1590,594.6881
1591,901.7455
1592,5831.1934
1593,9806.13
1594,2360.635
1595,8342.685
1596,3589.2654
1597,3957.616
1598,1020.1643
1599,629.0748
1600,6177.27
1601,402.53876
1602,2255.6287
1603,6296.4517
1604,1839.2025
1605,4009.5034
1606,730.4925
1607,6466.632
1608,984.1137
1609,8438.778
1610,913.71814
1611,442.28604
1612,11960.437
1613,2369.5693
1614,735.70154
1615,926.25726
1616,1925.5168
1617,12338.996
1618,2076.0217
1619,6543.344
1620,6279.7104
1621,16980.436
1622,4966.5596
1623,5534.3286
1624,2654.9663
1625,3823.7483
1626,5101.433
1627,7038.7466
1628,817.125
1629,9471.807
1630,1378.3608
1631,7611.4995
1632,11564.534
1633,6506.6445
1634,792.9297
1635,1045.8556
1636,5516.3257
1637,7082.442
1638,1803.6433
1639,1095.0286
1640,1176.4987
1641,1871.3866
1642,12529.639
1643,930.1748
1644,1569.7853
1645,822.47046
1646,2097.7974
1647,3090.381
1648,736.9905
1649,2730.4182
1650,15751.446
1651,394.2608
1652,4876.3335
1653,757.27783
1654,4356.6494
1655,13635.44
1656,701.42474
1657,4439.145
1658,657.8921
1659,1966.1129
1660,16003.057
1661,7182.332
1662,3614.9001
1663,4057.2585
1664,9964.527
1665,1812.5975
1666,9139.822
1667,3573.1157
1668,3738.6543
1669,3623.1892
1670,913.22253
1671,740.419
1672,863.2921
1673,1724.1447
1674,1823.5793
1675,700.24646
1676,6962.5293
1677,4068.1917
1678,395.49457
1679,11471.655
1680,1849.3882
1681,6331.5156
1682,11045.533
1683,784.0342
1684,3439.5684
1685,607.32385
1686,1215.7527
1687,1199.4724
1688,3150.092
1689,13215.43
1690,804.3037
1691,11083.176
1692,2752.0605
1693,441.97464
1694,613.6533
1695,16245.992
1696,1639.954
1697,2498.3325
1698,555.17194
1699,1644.9792
1700,862.6487
1701,555.1807
1702,2101.6572
1703,9916.975
1704,787.7665
1705,896.7203
1706,7420.283
1707,14871.096
1708,6706.714
1709,6720.7407
1710,646.97687
1711,829.1863
1712,5350.0967
1713,1197.5172
1714,709.6365
1715,3636.216
1716,1718.5292
1717,2742.285
1718,4180.928
1719,968.2187
1720,462.3302
1721,7406.5327
1722,4068.8342
1723,4854.9565
1724,7762.004
1725,790.00275
1726,16200.062
1727,1088.3395
1728,4877.3154
1729,3564.144
1730,2570.6157
1731,5388.088
1732,4910.908
1733,6677.1543
1734,11763.62
1735,606.9565
1736,2597.0618
1737,7793.1377
1738,15903.229
1739,4784.171
1740,667.5513
1741,1665.7593
1742,652.9853
1743,1104.1272
1744,7377.6104
1745,1088.6
1746,1686.9534
1747,13546.625
1748,6994.579
1749,6084.881
1750,1354.1753
1751,1853.2076
1752,2958.0615
1753,6613.7397
1754,2811.432
1755,4363.0684
1756,4112.414
1757,774.2176
1758,3055.9456
1759,2240.6836
1760,6596.1465
1761,4880.961
1762,475.86734
1763,856.58624
1764,746.35223
1765,2642.8376
1766,11225.001
1767,17176.174
1768,2327.898
1769,700.2561
1770,789.0341
1771,2595.2637
1772,8972.205
1773,5441.645
1774,8499.864
1775,1038.7054
1776,903.89246
1777,719.0796
1778,11295.899
1779,1785.6896
1780,8629.378
1781,2845.846
1782,5786.733
